"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","35-39 years","35-39",244,1878240,12.99
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","40+ years","40+",368,6144686,5.99
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","0-14 years","0-14",1,16901944,0.01
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","15-19 years","15-19",31,6329673,0.49
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","20-24 years","20-24",43,6277158,0.69
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","25-29 years","25-29",49,6047054,0.81
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","30-34 years","30-34",37,5739389,0.64
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","35-39 years","35-39",43,6648784,0.65
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Female","F","40+ years","40+",90,52651291,0.17
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","15-19 years","15-19",37,6682054,0.55
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","20-24 years","20-24",237,6593756,3.59
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","25-29 years","25-29",362,6112639,5.92
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","30-34 years","30-34",372,5809155,6.40
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","35-39 years","35-39",627,6709581,9.34
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","40+ years","40+",1609,47187078,3.41
,"Primary and Secondary Syphilis","310","2006","2006","White","2106-3","Male","M","Unknown","99",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","0-14 years","0-14",8,4596825,0.17
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","15-19 years","15-19",166,1663249,9.98
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","20-24 years","20-24",237,1508162,15.71
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","25-29 years","25-29",165,1473425,11.20
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","30-34 years","30-34",105,1320501,7.95
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","35-39 years","35-39",120,1404106,8.55
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Female","F","40+ years","40+",274,7979217,3.43
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","0-14 years","0-14",5,4748089,0.11
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","15-19 years","15-19",287,1708591,16.80
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","20-24 years","20-24",848,1544494,54.90
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","25-29 years","25-29",744,1410979,52.73
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","30-34 years","30-34",478,1196398,39.95
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","35-39 years","35-39",524,1252443,41.84
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","40+ years","40+",1064,6319764,16.84
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Male","M","Unknown","99",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","Black or African American","2054-5","Unknown","U","25-29 years","25-29",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","15-19 years","15-19",25,1810165,1.38
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","20-24 years","20-24",39,1703756,2.29
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","25-29 years","25-29",32,1842939,1.74
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","30-34 years","30-34",26,1809127,1.44
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","35-39 years","35-39",12,1690060,0.71
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Female","F","40+ years","40+",29,6672602,0.43
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","15-19 years","15-19",63,1921686,3.28
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","20-24 years","20-24",277,1972985,14.04
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","25-29 years","25-29",303,2317111,13.08
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","30-34 years","30-34",282,2169569,13.00
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","35-39 years","35-39",263,1940365,13.55
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","40+ years","40+",438,6444358,6.80
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","15-19 years","15-19",45,6364152,0.71
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","20-24 years","20-24",66,6317551,1.04
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","25-29 years","25-29",53,6213884,0.85
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","30-34 years","30-34",49,5679368,0.86
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","35-39 years","35-39",47,6600376,0.71
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Female","F","40+ years","40+",110,53411514,0.21
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","0-14 years","0-14",1,17790014,0.01
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","15-19 years","15-19",46,6712804,0.69
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","20-24 years","20-24",260,6650807,3.91
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","25-29 years","25-29",410,6299747,6.51
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","30-34 years","30-34",430,5750015,7.48
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","35-39 years","35-39",610,6665823,9.15
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","40+ years","40+",1697,47966373,3.54
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Unknown","U","30-34 years","30-34",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2007","2007","White","2106-3","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","0-14 years","0-14",17,4464163,0.38
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","15-19 years","15-19",228,1677450,13.59
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","20-24 years","20-24",376,1529110,24.59
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","25-29 years","25-29",269,1495831,17.98
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","30-34 years","30-34",151,1324802,11.40
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","35-39 years","35-39",130,1398241,9.30
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Female","F","40+ years","40+",307,8125165,3.78
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","0-14 years","0-14",7,4614775,0.15
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","15-19 years","15-19",404,1725893,23.41
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","20-24 years","20-24",1122,1562038,71.83
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","25-29 years","25-29",888,1456806,60.96
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","30-34 years","30-34",585,1207607,48.44
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","35-39 years","35-39",575,1248171,46.07
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","40+ years","40+",1291,6432841,20.07
,"Primary and Secondary Syphilis","310","2008","2008","Black or African American","2054-5","Male","M","Unknown","99",3,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","0-14 years","0-14",3,6700354,0.04
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","15-19 years","15-19",28,1865474,1.50
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","20-24 years","20-24",48,1713542,2.80
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","25-29 years","25-29",36,1839454,1.96
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","30-34 years","30-34",32,1820918,1.76
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","35-39 years","35-39",27,1729786,1.56
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Female","F","40+ years","40+",35,6970621,0.50
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","15-19 years","15-19",96,1976551,4.86
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","20-24 years","20-24",298,1940691,15.36
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","25-29 years","25-29",359,2291336,15.67
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","30-34 years","30-34",300,2212029,13.56
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","35-39 years","35-39",300,1993052,15.05
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","40+ years","40+",490,6779651,7.23
,"Primary and Secondary Syphilis","310","2008","2008","Hispanic","Hispanic","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","0-14 years","0-14",1,16816558,0.01
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","15-19 years","15-19",49,6330296,0.77
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","20-24 years","20-24",86,6339905,1.36
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","25-29 years","25-29",81,6324237,1.28
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","30-34 years","30-34",52,5703169,0.91
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","35-39 years","35-39",71,6465788,1.10
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Female","F","40+ years","40+",134,53877108,0.25
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","0-14 years","0-14",1,17700893,0.01
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","15-19 years","15-19",71,6675455,1.06
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","20-24 years","20-24",354,6673355,5.30
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","25-29 years","25-29",479,6455388,7.42
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","30-34 years","30-34",473,5774103,8.19
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","35-39 years","35-39",582,6524513,8.92
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","40+ years","40+",1827,48452577,3.77
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2008","2008","White","2106-3","Unknown","U","40+ years","40+",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2009","2009","Black or African American","2054-5","Female","F","0-14 years","0-14",15,4498986,0.33
