"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Male","M","30-34 years","30-34",10446,1202056,869.01
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Male","M","35-39 years","35-39",6878,1247562,551.32
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Male","M","40+ years","40+",12346,6209585,198.82
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Male","M","Unknown","99",199,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","15-19 years","15-19",30,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","20-24 years","20-24",29,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","25-29 years","25-29",16,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","30-34 years","30-34",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","35-39 years","35-39",6,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","40+ years","40+",10,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Black or African American","2054-5","Unknown","U","Unknown","99",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","0-14 years","0-14",248,6226277,3.98
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","15-19 years","15-19",4248,1755297,242.01
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","20-24 years","20-24",4362,1714394,254.43
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","25-29 years","25-29",2263,1841265,122.91
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","30-34 years","30-34",1078,1794301,60.08
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","35-39 years","35-39",584,1647044,35.46
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","40+ years","40+",509,6417410,7.93
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Female","F","Unknown","99",18,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","0-14 years","0-14",63,6511618,0.97
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","15-19 years","15-19",1889,1867487,101.15
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","20-24 years","20-24",3835,2037649,188.21
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","25-29 years","25-29",2740,2321535,118.03
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","30-34 years","30-34",1453,2134606,68.07
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","35-39 years","35-39",967,1885430,51.29
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","40+ years","40+",1223,6166725,19.83
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Male","M","Unknown","99",38,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",12,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",11,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","Hispanic","Hispanic","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","0-14 years","0-14",442,17202123,2.57
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","15-19 years","15-19",10181,6446759,157.92
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","20-24 years","20-24",11609,6392691,181.60
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","25-29 years","25-29",5879,6150454,95.59
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","30-34 years","30-34",2651,5830404,45.47
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","35-39 years","35-39",1614,6749433,23.91
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","40+ years","40+",1863,53480409,3.48
,"Gonorrhea","280","2006","2006","White","2106-3","Female","F","Unknown","99",77,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","0-14 years","0-14",52,18112755,0.29
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","15-19 years","15-19",2015,6804441,29.61
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","20-24 years","20-24",5413,6721952,80.53
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","25-29 years","25-29",4119,6225042,66.17
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","30-34 years","30-34",2588,5903158,43.84
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","35-39 years","35-39",2498,6811549,36.67
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","40+ years","40+",5075,47960745,10.58
,"Gonorrhea","280","2006","2006","White","2106-3","Male","M","Unknown","99",64,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","15-19 years","15-19",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","20-24 years","20-24",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","25-29 years","25-29",7,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","30-34 years","30-34",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","35-39 years","35-39",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","40+ years","40+",10,Not Applicable,Not Applicable
,"Gonorrhea","280","2006","2006","White","2106-3","Unknown","U","Unknown","99",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","0-14 years","0-14",2014,4601476,43.77
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","15-19 years","15-19",37266,1664127,2239.37
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","20-24 years","20-24",33188,1508904,2199.48
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","25-29 years","25-29",14214,1474098,964.25
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","30-34 years","30-34",5285,1320991,400.08
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","35-39 years","35-39",2445,1404546,174.08
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","40+ years","40+",2464,7980580,30.87
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Female","F","Unknown","99",140,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","0-14 years","0-14",474,4752747,9.97
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","15-19 years","15-19",20121,1709634,1176.92
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","20-24 years","20-24",30729,1546015,1987.63
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","25-29 years","25-29",19108,1412079,1353.18
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","30-34 years","30-34",10306,1197198,860.84
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","35-39 years","35-39",6611,1253127,527.56
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","40+ years","40+",11857,6321772,187.56
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Male","M","Unknown","99",147,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","0-14 years","0-14",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","15-19 years","15-19",49,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","20-24 years","20-24",48,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","25-29 years","25-29",12,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","35-39 years","35-39",11,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","40+ years","40+",9,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Black or African American","2054-5","Unknown","U","Unknown","99",10,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","0-14 years","0-14",244,6404679,3.81
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","15-19 years","15-19",3922,1816939,215.86
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","20-24 years","20-24",4129,1709626,241.51
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","25-29 years","25-29",2083,1849615,112.62
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","30-34 years","30-34",967,1815192,53.27
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","35-39 years","35-39",493,1695450,29.08
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","40+ years","40+",453,6689230,6.77
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Female","F","Unknown","99",22,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","0-14 years","0-14",60,6700214,0.90
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","15-19 years","15-19",1896,1929122,98.28
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","20-24 years","20-24",3703,1980450,186.98
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","25-29 years","25-29",2574,2325944,110.67
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","30-34 years","30-34",1443,2177384,66.27
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","35-39 years","35-39",902,1946955,46.33
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","40+ years","40+",1122,6463511,17.36
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Male","M","Unknown","99",23,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",9,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",13,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","Hispanic","Hispanic","Unknown","U","40+ years","40+",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","0-14 years","0-14",382,17072281,2.24
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","15-19 years","15-19",9948,6431294,154.68
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","20-24 years","20-24",11469,6384068,179.65
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","25-29 years","25-29",5792,6277216,92.27
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","30-34 years","30-34",2617,5733523,45.64
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","35-39 years","35-39",1616,6656777,24.28
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","40+ years","40+",1724,53862586,3.20
,"Gonorrhea","280","2007","2007","White","2106-3","Female","F","Unknown","99",71,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","0-14 years","0-14",33,17979419,0.18
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","15-19 years","15-19",2101,6782639,30.98
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","20-24 years","20-24",5173,6726470,76.91
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","25-29 years","25-29",4037,6369087,63.38
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","30-34 years","30-34",2382,5805331,41.03
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","35-39 years","35-39",2141,6723574,31.84
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","40+ years","40+",4798,48387823,9.92
,"Gonorrhea","280","2007","2007","White","2106-3","Male","M","Unknown","99",41,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","15-19 years","15-19",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","20-24 years","20-24",13,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","25-29 years","25-29",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","35-39 years","35-39",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","40+ years","40+",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2007","2007","White","2106-3","Unknown","U","Unknown","99",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","0-14 years","0-14",1879,4472733,42.01
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","15-19 years","15-19",37500,1679481,2232.83
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","20-24 years","20-24",33244,1531005,2171.38
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","25-29 years","25-29",13788,1497756,920.58
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","30-34 years","30-34",5074,1326232,382.59
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","35-39 years","35-39",2311,1399454,165.14
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","40+ years","40+",2303,8130450,28.33
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Female","F","Unknown","99",95,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","0-14 years","0-14",427,4623583,9.24
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","15-19 years","15-19",19657,1728334,1137.34
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","20-24 years","20-24",29555,1565166,1888.30
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","25-29 years","25-29",17151,1459581,1175.06
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","30-34 years","30-34",9221,1209615,762.31
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","35-39 years","35-39",5478,1250116,438.20
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","40+ years","40+",9348,6439178,145.17
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Male","M","Unknown","99",126,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","15-19 years","15-19",37,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","20-24 years","20-24",69,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","25-29 years","25-29",38,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","30-34 years","30-34",20,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","35-39 years","35-39",10,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","40+ years","40+",17,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Black or African American","2054-5","Unknown","U","Unknown","99",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","0-14 years","0-14",221,6717715,3.29
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","15-19 years","15-19",4022,1869373,215.15
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","20-24 years","20-24",4114,1717210,239.57
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","25-29 years","25-29",2150,1843606,116.62
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","30-34 years","30-34",973,1824648,53.33
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","35-39 years","35-39",500,1733199,28.85
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","40+ years","40+",456,6983465,6.53
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Female","F","Unknown","99",13,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","0-14 years","0-14",39,7024024,0.56
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","15-19 years","15-19",1861,1980860,93.95
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","20-24 years","20-24",3640,1945788,187.07
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","25-29 years","25-29",2494,2297006,108.58
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","30-34 years","30-34",1370,2216848,61.80
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","35-39 years","35-39",887,1996915,44.42
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","40+ years","40+",1105,6792956,16.27
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Male","M","Unknown","99",15,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",7,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",7,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","Hispanic","Hispanic","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","0-14 years","0-14",345,16962290,2.03
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","15-19 years","15-19",8945,6383124,140.13
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","20-24 years","20-24",10920,6394486,170.77
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","25-29 years","25-29",5427,6379860,85.06
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","30-34 years","30-34",2347,5750253,40.82
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","35-39 years","35-39",1316,6514488,20.20
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","40+ years","40+",1477,54274510,2.72
,"Gonorrhea","280","2008","2008","White","2106-3","Female","F","Unknown","99",46,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","0-14 years","0-14",44,17855041,0.25
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","15-19 years","15-19",1917,6733047,28.47
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","20-24 years","20-24",4715,6738696,69.97
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","25-29 years","25-29",3494,6517805,53.61
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","30-34 years","30-34",2043,5823997,35.08
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","35-39 years","35-39",1672,6576300,25.42
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","40+ years","40+",3881,48839622,7.95
,"Gonorrhea","280","2008","2008","White","2106-3","Male","M","Unknown","99",35,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","15-19 years","15-19",12,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","20-24 years","20-24",15,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","25-29 years","25-29",14,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","30-34 years","30-34",6,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","35-39 years","35-39",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2008","2008","White","2106-3","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","0-14 years","0-14",1526,4503913,33.88
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","15-19 years","15-19",33468,1685012,1986.22
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","20-24 years","20-24",30891,1580414,1954.61
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","25-29 years","25-29",12043,1517996,793.35
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","30-34 years","30-34",4626,1365674,338.73
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","35-39 years","35-39",1938,1388287,139.60
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","40+ years","40+",1741,8266236,21.06
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Female","F","Unknown","99",146,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","0-14 years","0-14",346,4653745,7.43
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","15-19 years","15-19",17688,1734258,1019.92
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","20-24 years","20-24",27754,1619330,1713.92
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","25-29 years","25-29",15186,1504956,1009.07
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","30-34 years","30-34",7998,1256736,636.41
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","35-39 years","35-39",4641,1242228,373.60
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","40+ years","40+",7174,6543486,109.64
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Male","M","Unknown","99",111,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","0-14 years","0-14",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","15-19 years","15-19",58,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","20-24 years","20-24",88,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","25-29 years","25-29",35,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","30-34 years","30-34",21,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","35-39 years","35-39",16,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","40+ years","40+",15,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Black or African American","2054-5","Unknown","U","Unknown","99",18,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","0-14 years","0-14",164,7007335,2.34
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","15-19 years","15-19",3633,1944962,186.79
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","20-24 years","20-24",3740,1816714,205.87
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","25-29 years","25-29",1793,1866311,96.07
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","30-34 years","30-34",846,1808387,46.78
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","35-39 years","35-39",433,1732519,24.99
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","40+ years","40+",389,7186177,5.41
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Female","F","Unknown","99",18,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","0-14 years","0-14",36,7329434,0.49
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","15-19 years","15-19",1728,2087024,82.80
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","20-24 years","20-24",3434,2067211,166.12
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","25-29 years","25-29",2288,2283381,100.20
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","30-34 years","30-34",1282,2221388,57.71
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","35-39 years","35-39",737,2025057,36.39
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","40+ years","40+",1042,7043424,14.79
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Male","M","Unknown","99",14,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",6,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","Hispanic","Hispanic","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","0-14 years","0-14",250,16912463,1.48
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","15-19 years","15-19",7621,6289630,121.17
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","20-24 years","20-24",9433,6448106,146.29
